draft_id,player_name,draft_season,round_number,round_pick,overall_pick,team_id,team_city,team_name,team_abbreviation,organization,organization_type,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint
101156,Robert Whaley,2005,2,21,51,1610612762,Utah,Jazz,UTA,Walsh,[College/University],PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',0.0,0.0,0.0,28.5,33.5,12.11,0.0,3.25
101159,Dijon Thompson,2005,2,24,54,1610612752,New York,Knicks,NYK,California-Los Angeles,[College/University],SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101160,Lawrence Roberts,2005,2,25,55,1610612760,Seattle,SuperSonics,SEA,Mississippi,[College/University],PF,79.5,6' 7.5'',81.0,6' 9'',233.0,81.5,6' 9.5'',106.5,8' 10.5'',9.3,0.0,0.0,27.5,33.0,12.52,0.0,3.3
101162,Marcin Gortat,2005,2,27,57,1610612756,Phoenix,Suns,PHX,Koln 99ers (Germany),[Other Team/Club],PF-C,83.0,6' 11'',84.0,7' 0'',225.2,87.5,7' 3.5'',110.0,9' 2'',0.0,0.0,0.0,29.5,36.0,11.48,0.0,3.33
101165,Alex Acker,2005,2,30,60,1610612765,Detroit,Pistons,DET,Pepperdine,[College/University],SG,75.75,6' 3.75'',76.75,6' 4.75'',183.0,84.0,7' 0'',102.5,8' 6.5'',0.0,0.0,0.0,28.0,32.0,11.67,0.0,3.35
200793,Dee Brown,2006,2,16,46,1610612762,Utah,Jazz,UTA,Illinois,[College/University],PG-SG,71.0,5' 11'',72.0,6' 0'',179.0,74.0,6' 2'',94.0,7' 10'',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201141,Greg Oden,2007,1,1,1,1610612757,Portland,Trail Blazers,POR,Ohio State,[College/University],C,83.0,6' 11'',84.0,7' 0'',257.0,88.25,7' 4.25'',112.0,9' 4'',7.8,0.0,0.0,32.0,34.0,11.67,0.0,3.27
201142,Kevin Durant,2007,1,2,2,1610612760,Seattle,SuperSonics,SEA,Texas,[College/University],SF-PF,81.0,6' 9'',82.25,6' 10.25'',215.0,88.75,7' 4.75'',110.0,9' 2'',6.6,0.0,0.0,26.0,33.5,12.33,0.0,3.45
201143,Al Horford,2007,1,3,3,1610612737,Atlanta,Hawks,ATL,Florida,[College/University],PF,80.0,6' 8'',81.75,6' 9.75'',246.0,84.75,7' 0.75'',107.0,8' 11'',9.1,0.0,0.0,31.0,35.5,12.15,0.0,3.37
201144,Mike Conley,2007,1,4,4,1610612763,Memphis,Grizzlies,MEM,Ohio State,[College/University],PG,71.0,5' 11'',72.75,6' 0.75'',175.0,77.75,6' 5.75'',94.5,7' 10.5'',4.2,0.0,0.0,35.5,40.5,11.63,0.0,3.09
201145,Jeff Green,2007,1,5,5,1610612738,Boston,Celtics,BOS,Georgetown,[College/University],SF,79.0,6' 7'',81.5,6' 9.5'',228.0,85.25,7' 1.25'',103.0,8' 7'',3.7,0.0,0.0,33.5,38.0,12.0,0.0,3.34
201146,Yi Jianlian,2007,1,6,6,1610612749,Milwaukee,Bucks,MIL,Guangdong Southern Tigers (China),[Other Team/Club],0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201147,Corey Brewer,2007,1,7,7,1610612750,Minnesota,Timberwolves,MIN,Florida,[College/University],SF-SG,78.0,6' 6'',79.75,6' 7.75'',185.0,80.25,6' 8.25'',103.0,8' 7'',4.2,0.0,0.0,30.5,36.5,11.69,0.0,3.22
201148,Brandan Wright,2007,1,8,8,1610612766,Charlotte,Bobcats,CHA,North Carolina,[College/University],PF,80.75,6' 8.75'',82.0,6' 10'',200.0,87.75,7' 3.75'',108.5,9' 0.5'',5.8,0.0,0.0,30.5,35.5,11.76,0.0,3.31
201149,Joakim Noah,2007,1,9,9,1610612741,Chicago,Bulls,CHI,Florida,[College/University],PF,82.0,6' 10'',84.0,7' 0'',223.0,85.25,7' 1.25'',106.5,8' 10.5'',4.8,0.0,0.0,32.5,37.5,11.79,0.0,3.47
201150,Spencer Hawes,2007,1,10,10,1610612758,Sacramento,Kings,SAC,Washington,[College/University],PF,82.0,6' 10'',84.75,7' 0.75'',244.0,84.5,7' 0.5'',110.0,9' 2'',13.0,0.0,0.0,26.0,29.0,11.88,0.0,3.51
201151,Acie Law,2007,1,11,11,1610612737,Atlanta,Hawks,ATL,Texas A&M,[College/University],PG,74.0,6' 2'',75.5,6' 3.5'',186.0,78.5,6' 6.5'',98.0,8' 2'',5.6,0.0,0.0,29.0,34.0,11.0,0.0,3.22
201152,Thaddeus Young,2007,1,12,12,1610612755,Philadelphia,76ers,PHI,Georgia Tech,[College/University],SF,77.75,6' 5.75'',79.5,6' 7.5'',210.0,83.5,6' 11.5'',106.0,8' 10'',4.9,0.0,0.0,34.5,37.0,11.06,0.0,3.19
201153,Julian Wright,2007,1,13,13,1610612740,New Orleans,Hornets,NOH,Kansas,[College/University],SF-PF,78.5,6' 6.5'',80.5,6' 8.5'',211.0,86.25,7' 2.25'',108.0,9' 0'',6.1,0.0,0.0,28.5,33.5,11.48,0.0,3.36
201154,Al Thornton,2007,1,14,14,1610612746,Los Angeles,Clippers,LAC,Florida State,[College/University],SF,77.75,6' 5.75'',79.0,6' 7'',221.0,85.0,7' 1'',104.0,8' 8'',5.8,0.0,0.0,35.0,41.0,11.96,0.0,3.16
201155,Rodney Stuckey,2007,1,15,15,1610612765,Detroit,Pistons,DET,Eastern Washington,[College/University],SG-PG,75.75,6' 3.75'',76.5,6' 4.5'',207.0,79.25,6' 7.25'',100.5,8' 4.5'',6.1,0.0,0.0,30.5,35.0,11.34,0.0,3.11
201156,Nick Young,2007,1,16,16,1610612764,Washington,Wizards,WAS,Southern California,[College/University],SG-SF,77.0,6' 5'',78.75,6' 6.75'',206.0,84.0,7' 0'',100.5,8' 4.5'',6.8,0.0,0.0,39.5,40.5,11.0,0.0,3.25
201159,Javaris Crittenton,2007,1,19,19,1610612747,Los Angeles,Lakers,LAL,Georgia Tech,[College/University],PG,75.0,6' 3'',76.75,6' 4.75'',194.0,77.5,6' 5.5'',98.0,8' 2'',4.5,0.0,0.0,32.5,38.0,11.6,0.0,3.32
201160,Jason Smith,2007,1,20,20,1610612748,Miami,Heat,MIA,Colorado State,[College/University],PF,82.75,6' 10.75'',83.5,6' 11.5'',233.0,82.75,6' 10.75'',106.0,8' 10'',7.5,0.0,0.0,33.5,37.5,10.96,0.0,3.29
201161,Daequan Cook,2007,1,21,21,1610612755,Philadelphia,76ers,PHI,Ohio State,[College/University],SG,75.0,6' 3'',77.75,6' 5.75'',203.0,80.25,6' 8.25'',101.5,8' 5.5'',7.0,0.0,0.0,30.0,34.5,11.12,0.0,3.22
201162,Jared Dudley,2007,1,22,22,1610612766,Charlotte,Bobcats,CHA,Boston College,[College/University],SF,77.0,6' 5'',79.25,6' 7.25'',219.0,79.0,6' 7'',102.0,8' 6'',7.1,0.0,0.0,28.0,32.0,11.32,0.0,3.45
201164,Rudy Fernandez,2007,1,24,24,1610612756,Phoenix,Suns,PHX,Joventut Badalona (Spain),[Other Team/Club],SG,76.75,6' 4.75'',78.0,6' 6'',172.0,79.5,6' 7.5'',101.5,8' 5.5'',0.0,0.0,0.0,26.5,35.5,10.48,0.0,3.33
201166,Aaron Brooks,2007,1,26,26,1610612745,Houston,Rockets,HOU,Oregon,[College/University],PG,70.0,5' 10'',71.75,5' 11.75'',161.0,76.0,6' 4'',94.0,7' 10'',2.7,0.0,0.0,32.5,39.5,10.57,0.0,3.2
201171,Carl Landry,2007,2,1,31,1610612760,Seattle,SuperSonics,SEA,Purdue,[College/University],PF,79.0,6' 7'',80.5,6' 8.5'',248.0,83.0,6' 11'',102.5,8' 6.5'',7.5,0.0,0.0,31.5,36.5,11.35,0.0,3.29
201176,Jermareo Davidson,2007,2,6,36,1610612744,Golden State,Warriors,GSW,Alabama,[College/University],PF,81.0,6' 9'',83.0,6' 11'',230.0,88.0,7' 4'',109.5,9' 1.5'',6.9,0.0,0.0,27.0,30.0,12.63,0.0,3.53
201177,Josh McRoberts,2007,2,7,37,1610612757,Portland,Trail Blazers,POR,Duke,[College/University],PF,80.0,6' 8'',82.0,6' 10'',240.0,85.0,7' 1'',106.5,8' 10.5'',13.7,0.0,0.0,27.5,31.5,11.7,0.0,3.47
201180,Sun Sun,2007,2,10,40,1610612747,Los Angeles,Lakers,LAL,Beijing Olympians (China),[Other Team/Club],SF,79.75,6' 7.75'',80.75,6' 8.75'',212.0,81.0,6' 9'',105.0,8' 9'',5.1,0.0,0.0,29.0,34.0,10.68,0.0,3.45
201181,Chris Richard,2007,2,11,41,1610612750,Minnesota,Timberwolves,MIN,Florida,[College/University],PF,79.0,6' 7'',80.75,6' 8.75'',252.0,88.5,7' 4.5'',110.5,9' 2.5'',7.5,0.0,0.0,26.5,30.5,11.39,0.0,3.29
201185,Jared Jordan,2007,2,15,45,1610612746,Los Angeles,Clippers,LAC,Marist,[College/University],PG,72.0,6' 0'',73.75,6' 1.75'',183.0,72.0,6' 0'',94.0,7' 10'',7.0,0.0,0.0,24.5,28.5,11.02,0.0,3.39
201186,Stephane Lasme,2007,2,16,46,1610612744,Golden State,Warriors,GSW,Massachusetts,[College/University],PF,77.0,6' 5'',79.0,6' 7'',213.0,86.0,7' 2'',107.0,8' 11'',4.9,0.0,0.0,29.5,36.0,11.73,0.0,3.22
201187,Dominic McGuire,2007,2,17,47,1610612764,Washington,Wizards,WAS,Fresno State,[College/University],SF,79.0,6' 7'',80.25,6' 8.25'',220.0,82.5,6' 10.5'',104.0,8' 8'',4.7,0.0,0.0,28.5,34.5,10.95,0.0,3.25
201189,Aaron Gray,2007,2,19,49,1610612741,Chicago,Bulls,CHI,Pittsburgh,[College/University],C,84.0,7' 0'',85.75,7' 1.75'',271.0,87.25,7' 3.25'',108.5,9' 0.5'',10.8,0.0,0.0,27.0,32.5,12.07,0.0,3.7
201192,Taurean Green,2007,2,22,52,1610612757,Portland,Trail Blazers,POR,Florida,[College/University],PG,71.0,5' 11'',72.75,6' 0.75'',173.0,74.25,6' 2.25'',96.0,8' 0'',4.6,0.0,0.0,29.0,32.5,11.3,0.0,3.26
201193,Demetris Nichols,2007,2,23,53,1610612757,Portland,Trail Blazers,POR,Syracuse,[College/University],SF,78.0,6' 6'',79.5,6' 7.5'',211.0,84.25,7' 0.25'',105.0,8' 9'',6.2,0.0,0.0,28.5,32.5,10.39,0.0,3.38
201195,Herbert Hill,2007,2,25,55,1610612762,Utah,Jazz,UTA,Providence,[College/University],C,79.0,6' 7'',81.75,6' 9.75'',232.0,86.25,7' 2.25'',108.5,9' 0.5'',5.6,0.0,0.0,30.5,34.0,12.31,0.0,3.39
201196,Ramon Sessions,2007,2,26,56,1610612749,Milwaukee,Bucks,MIL,Nevada-Reno,[College/University],PG,74.0,6' 2'',75.75,6' 3.75'',185.0,76.25,6' 4.25'',97.5,8' 1.5'',6.2,0.0,0.0,29.5,33.5,11.65,0.0,3.27
201197,Sammy Mejia,2007,2,27,57,1610612765,Detroit,Pistons,DET,DePaul,[College/University],SG,77.0,6' 5'',79.0,6' 7'',218.0,83.0,6' 11'',105.0,8' 9'',8.3,0.0,0.0,27.0,31.5,11.87,0.0,3.49
201199,DJ Strawberry,2007,2,29,59,1610612756,Phoenix,Suns,PHX,Maryland,[College/University],SG,75.75,6' 3.75'',77.0,6' 5'',199.0,78.5,6' 6.5'',101.0,8' 5'',4.5,0.0,0.0,28.5,35.0,10.87,0.0,3.14
201565,Derrick Rose,2008,1,1,1,1610612741,Chicago,Bulls,CHI,Memphis,[College/University],PG,73.5,6' 1.5'',74.5,6' 2.5'',196.0,80.0,6' 8'',98.5,8' 2.5'',4.6,0.0,0.0,34.5,40.0,11.69,0.0,3.05
201563,Michael Beasley,2008,1,2,2,1610612748,Miami,Heat,MIA,Kansas State,[College/University],PF-SF,79.0,6' 7'',80.25,6' 8.25'',239.0,84.25,7' 0.25'',107.0,8' 11'',7.7,0.0,0.0,30.0,35.0,11.06,0.0,3.24
201564,O.J. Mayo,2008,1,3,3,1610612750,Minnesota,Timberwolves,MIN,Southern California,[College/University],SG-PG,75.25,6' 3.25'',76.25,6' 4.25'',200.0,78.0,6' 6'',99.5,8' 3.5'',6.3,0.0,0.0,30.5,41.0,11.04,0.0,3.14
201566,Russell Westbrook,2008,1,4,4,1610612760,Oklahoma City,Thunder,OKC,California-Los Angeles,[College/University],PG,74.25,6' 2.25'',75.5,6' 3.5'',192.0,79.75,6' 7.75'',100.0,8' 4'',4.8,0.0,0.0,30.0,36.5,10.98,0.0,3.08
201567,Kevin Love,2008,1,5,5,1610612763,Memphis,Grizzlies,MEM,California-Los Angeles,[College/University],PF,79.75,6' 7.75'',81.5,6' 9.5'',255.0,83.25,6' 11.25'',106.0,8' 10'',12.9,0.0,0.0,29.5,35.0,11.17,0.0,3.22
201569,Eric Gordon,2008,1,7,7,1610612746,Los Angeles,Clippers,LAC,Indiana,[College/University],SG,74.0,6' 2'',75.25,6' 3.25'',222.0,81.0,6' 9'',99.0,8' 3'',8.2,0.0,0.0,32.0,40.0,10.81,0.0,3.01
201570,Joe Alexander,2008,1,8,8,1610612749,Milwaukee,Bucks,MIL,West Virginia,[College/University],SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220.0,83.5,6' 11.5'',106.0,8' 10'',5.8,0.0,0.0,32.5,38.5,11.33,0.0,2.99
201571,D.J. Augustin,2008,1,9,9,1610612766,Charlotte,Bobcats,CHA,Texas,[College/University],PG,70.0,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,0.0,0.0,28.5,35.0,11.27,0.0,3.07
201572,Brook Lopez,2008,1,10,10,1610612751,New Jersey,Nets,NJN,Stanford,[College/University],C,83.25,6' 11.25'',84.5,7' 0.5'',258.0,89.5,7' 5.5'',113.0,9' 5'',6.3,0.0,0.0,27.5,30.5,12.77,0.0,3.57
201573,Jerryd Bayless,2008,1,11,11,1610612754,Indiana,Pacers,IND,Arizona,[College/University],PG-SG,73.75,6' 1.75'',75.0,6' 3'',204.0,75.5,6' 3.5'',97.0,8' 1'',4.7,0.0,0.0,31.0,38.0,11.26,0.0,3.07
201575,Brandon Rush,2008,1,13,13,1610612757,Portland,Trail Blazers,POR,Kansas,[College/University],SG-SF,77.0,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',0.0,0.0,0.0,32.5,35.0,11.33,0.0,3.31
201576,Anthony Randolph,2008,1,14,14,1610612744,Golden State,Warriors,GSW,Louisiana State,[College/University],PF-SF,81.0,6' 9'',82.25,6' 10.25'',197.0,87.0,7' 3'',109.0,9' 1'',4.7,0.0,0.0,29.0,35.0,11.86,0.0,3.26
201580,JaVale McGee,2008,1,18,18,1610612764,Washington,Wizards,WAS,Nevada-Reno,[College/University],C-PF,83.0,6' 11'',84.0,7' 0'',241.0,90.0,7' 6'',114.5,9' 6.5'',5.3,0.0,0.0,27.0,32.5,12.75,0.0,3.25
201588,George Hill,2008,1,26,26,1610612759,San Antonio,Spurs,SAS,IUPUI,[College/University],PG,73.25,6' 1.25'',74.5,6' 2.5'',181.0,81.0,6' 9'',97.5,8' 1.5'',3.0,0.0,0.0,34.0,37.5,12.2,0.0,3.07
201589,Darrell Arthur,2008,1,27,27,1610612740,New Orleans,Hornets,NOH,Kansas,[College/University],PF,79.5,6' 7.5'',80.5,6' 8.5'',216.0,82.75,6' 10.75'',107.0,8' 11'',7.3,0.0,0.0,28.5,30.0,12.18,0.0,3.14
201590,Donte Greene,2008,1,28,28,1610612763,Memphis,Grizzlies,MEM,Syracuse,[College/University],SF-PF,80.25,6' 8.25'',81.0,6' 9'',221.0,82.0,6' 10'',108.0,9' 0'',7.6,0.0,0.0,27.5,31.5,11.21,0.0,3.2
201592,J.R. Giddens,2008,1,30,30,1610612738,Boston,Celtics,BOS,New Mexico,[College/University],SG,76.0,6' 4'',76.75,6' 4.75'',208.0,83.25,6' 11.25'',103.0,8' 7'',5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201595,Joey Dorsey,2008,2,3,33,1610612757,Portland,Trail Blazers,POR,Memphis,[College/University],PF-C,78.25,6' 6.25'',79.25,6' 7.25'',265.0,85.75,7' 1.75'',107.0,8' 11'',9.0,0.0,0.0,27.5,33.0,11.84,0.0,3.2
201599,DeAndre Jordan,2008,2,5,35,1610612746,Los Angeles,Clippers,LAC,Texas A&M,[College/University],C,81.75,6' 9.75'',83.0,6' 11'',250.0,90.0,7' 6'',113.5,9' 5.5'',7.5,0.0,0.0,26.0,30.5,12.3,0.0,3.27
201601,Luc Mbah a Moute,2008,2,7,37,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,[College/University],SF,77.75,6' 5.75'',79.5,6' 7.5'',221.0,86.5,7' 2.5'',103.5,8' 7.5'',7.0,0.0,0.0,32.0,38.5,11.71,0.0,3.17
201603,Sonny Weems,2008,2,9,39,1610612741,Chicago,Bulls,CHI,Arkansas,[College/University],SG-SF,76.0,6' 4'',77.5,6' 5.5'',193.0,82.0,6' 10'',104.0,8' 8'',4.4,0.0,0.0,29.0,36.5,10.58,0.0,2.96
201606,Sean Singletary,2008,2,12,42,1610612758,Sacramento,Kings,SAC,Virginia,[College/University],PG,71.0,5' 11'',72.0,6' 0'',183.8,76.5,6' 4.5'',95.0,7' 11'',4.2,0.0,0.0,26.0,0.0,0.0,0.0,0.0
201607,Patrick Ewing,2008,2,13,43,1610612758,Sacramento,Kings,SAC,Georgetown,[College/University],SF-PF,78.0,6' 6'',79.25,6' 7.25'',224.0,84.25,7' 0.25'',97.5,8' 1.5'',9.4,0.0,0.0,35.0,42.0,11.77,0.0,3.43
201612,Malik Hairston,2008,2,18,48,1610612756,Phoenix,Suns,PHX,Oregon,[College/University],SG,76.25,6' 4.25'',77.25,6' 5.25'',204.0,81.0,6' 9'',103.5,8' 7.5'',6.9,0.0,0.0,30.5,38.0,11.33,0.0,3.08
201613,Richard Hendrix,2008,2,19,49,1610612744,Golden State,Warriors,GSW,Alabama,[College/University],PF,78.75,6' 6.75'',80.75,6' 8.75'',250.0,87.0,7' 3'',108.0,9' 0'',9.2,0.0,0.0,26.5,28.0,10.62,0.0,3.27
201614,DeVon Hardin,2008,2,20,50,1610612760,Oklahoma City,Thunder,OKC,California,[College/University],C-PF,81.5,6' 9.5'',82.75,6' 10.75'',235.0,87.0,7' 3'',109.5,9' 1.5'',5.8,0.0,0.0,29.5,32.0,11.49,0.0,3.33
201616,Darnell Jackson,2008,2,22,52,1610612748,Miami,Heat,MIA,Kansas,[College/University],PF,79.0,6' 7'',79.75,6' 7.75'',240.5,83.25,6' 11.25'',106.5,8' 10.5'',12.5,0.0,0.0,27.0,31.0,11.75,0.0,3.26
201446,Mike Taylor,2008,2,25,55,1610612757,Portland,Trail Blazers,POR,Idaho Stampede (D-League),[Other Team/Club],SG-PG,72.75,6' 0.75'',74.0,6' 2'',166.2,79.25,6' 7.25'',98.0,8' 2'',3.8,0.0,0.0,31.0,39.0,10.98,0.0,3.08
201622,Deron Washington,2008,2,29,59,1610612765,Detroit,Pistons,DET,Virginia Tech,[College/University],SF,77.25,6' 5.25'',78.25,6' 6.25'',198.5,81.0,6' 9'',102.5,8' 6.5'',7.2,0.0,0.0,34.0,40.0,11.03,0.0,3.09
201933,Blake Griffin,2009,1,1,1,1610612746,Los Angeles,Clippers,LAC,Oklahoma,[College/University],PF,80.5,6' 8.5'',82.0,6' 10'',248.4,83.25,6' 11.25'',105.0,8' 9'',8.2,0.0,0.0,32.0,35.5,10.95,0.0,3.28
201934,Hasheem Thabeet,2009,1,2,2,1610612763,Memphis,Grizzlies,MEM,Connecticut,[College/University],C,85.25,7' 1.25'',86.5,7' 2.5'',267.2,90.25,7' 6.25'',113.0,9' 5'',6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201935,James Harden,2009,1,3,3,1610612760,Oklahoma City,Thunder,OKC,Arizona State,[College/University],SG,76.0,6' 4'',77.25,6' 5.25'',222.0,82.75,6' 10.75'',103.5,8' 7.5'',10.1,0.0,0.0,31.5,37.0,11.1,0.0,3.13
201936,Tyreke Evans,2009,1,4,4,1610612758,Sacramento,Kings,SAC,Memphis,[College/University],PG-SG,76.0,6' 4'',77.25,6' 5.25'',220.6,83.25,6' 11.25'',104.0,8' 8'',7.1,0.0,0.0,28.5,34.0,11.81,0.0,3.17
201938,Jonny Flynn,2009,1,6,6,1610612750,Minnesota,Timberwolves,MIN,Syracuse,[College/University],PG,71.25,5' 11.25'',72.75,6' 0.75'',195.6,76.0,6' 4'',95.5,7' 11.5'',6.3,0.0,0.0,33.0,40.0,10.86,0.0,3.23
201939,Stephen Curry,2009,1,7,7,1610612744,Golden State,Warriors,GSW,Davidson,[College/University],PG-SG,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',5.7,0.0,0.0,29.5,35.5,11.07,0.0,3.28
201941,Jordan Hill,2009,1,8,8,1610612752,New York,Knicks,NYK,Arizona,[College/University],PF-C,81.25,6' 9.25'',82.25,6' 10.25'',232.4,85.5,7' 1.5'',108.0,9' 0'',6.0,0.0,0.0,31.0,35.0,12.23,0.0,3.3
201942,DeMar DeRozan,2009,1,9,9,1610612761,Toronto,Raptors,TOR,Southern California,[College/University],SG-SF,77.5,6' 5.5'',78.5,6' 6.5'',211.2,81.0,6' 9'',102.5,8' 6.5'',4.9,0.0,0.0,29.0,38.5,11.88,0.0,3.31
201944,Terrence Williams,2009,1,11,11,1610612751,New Jersey,Nets,NJN,Louisville,[College/University],SG-SF,77.0,6' 5'',78.25,6' 6.25'',213.2,81.0,6' 9'',103.5,8' 7.5'',5.1,0.0,0.0,30.5,37.0,11.15,0.0,3.18
201945,Gerald Henderson,2009,1,12,12,1610612766,Charlotte,Bobcats,CHA,Duke,[College/University],SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,82.25,6' 10.25'',102.5,8' 6.5'',4.4,0.0,0.0,31.5,35.0,11.17,0.0,3.14
201946,Tyler Hansbrough,2009,1,13,13,1610612754,Indiana,Pacers,IND,North Carolina,[College/University],PF,80.25,6' 8.25'',81.5,6' 9.5'',234.2,83.5,6' 11.5'',106.0,8' 10'',8.5,0.0,0.0,27.5,34.0,11.12,0.0,3.27
201947,Earl Clark,2009,1,14,14,1610612756,Phoenix,Suns,PHX,Louisville,[College/University],SF-PF,80.5,6' 8.5'',82.25,6' 10.25'',228.4,86.5,7' 2.5'',109.5,9' 1.5'',5.2,0.0,0.0,28.5,33.0,11.17,0.0,3.35
201948,Austin Daye,2009,1,15,15,1610612765,Detroit,Pistons,DET,Gonzaga,[College/University],SF-PF,81.75,6' 9.75'',82.75,6' 10.75'',191.8,86.75,7' 2.75'',110.0,9' 2'',5.5,0.0,0.0,25.0,28.0,12.11,0.0,3.55
201949,James Johnson,2009,1,16,16,1610612741,Chicago,Bulls,CHI,Wake Forest,[College/University],SF-PF,79.0,6' 7'',79.75,6' 7.75'',257.2,84.75,7' 0.75'',105.5,8' 9.5'',12.0,0.0,0.0,30.5,35.0,11.21,0.0,3.23
201950,Jrue Holiday,2009,1,17,17,1610612755,Philadelphia,76ers,PHI,California-Los Angeles,[College/University],PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',199.0,79.0,6' 7'',100.5,8' 4.5'',6.3,0.0,0.0,28.5,34.0,10.64,0.0,3.21
201951,Ty Lawson,2009,1,18,18,1610612750,Minnesota,Timberwolves,MIN,North Carolina,[College/University],PG,71.25,5' 11.25'',72.5,6' 0.5'',196.6,72.75,6' 0.75'',94.5,7' 10.5'',6.6,0.0,0.0,29.0,36.5,10.98,0.0,3.12
201952,Jeff Teague,2009,1,19,19,1610612737,Atlanta,Hawks,ATL,Wake Forest,[College/University],PG,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',4.5,0.0,0.0,30.5,36.5,11.05,0.0,3.18
201953,Eric Maynor,2009,1,20,20,1610612762,Utah,Jazz,UTA,Virginia Commonwealth,[College/University],PG,74.25,6' 2.25'',75.25,6' 3.25'',163.6,74.5,6' 2.5'',97.0,8' 1'',5.4,0.0,0.0,28.5,31.5,10.78,0.0,3.19
201954,Darren Collison,2009,1,21,21,1610612740,New Orleans,Hornets,NOH,California-Los Angeles,[College/University],PG,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',5.7,0.0,0.0,30.5,33.5,10.45,0.0,3.1
201956,Omri Casspi,2009,1,23,23,1610612758,Sacramento,Kings,SAC,Maccabi Tel Aviv B.C. (Israel),[Other Team/Club],SF,79.75,6' 7.75'',81.25,6' 9.25'',211.2,81.25,6' 9.25'',106.5,8' 10.5'',8.6,0.0,0.0,25.5,32.5,11.15,0.0,3.28
201957,Byron Mullens,2009,1,24,24,1610612742,Dallas,Mavericks,DAL,Ohio State,[College/University],C,83.75,6' 11.75'',85.25,7' 1.25'',258.2,85.5,7' 1.5'',111.0,9' 3'',8.5,0.0,0.0,28.5,32.5,11.1,0.0,3.45
201958,Rodrigue Beaubois,2009,1,25,25,1610612760,Oklahoma City,Thunder,OKC,Cholet Basket (France),[Other Team/Club],PG,73.25,6' 1.25'',74.25,6' 2.25'',182.4,81.75,6' 9.75'',100.0,8' 4'',7.9,0.0,0.0,29.5,39.0,10.49,0.0,3.15
201959,Taj Gibson,2009,1,26,26,1610612741,Chicago,Bulls,CHI,Southern California,[College/University],PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',6.6,0.0,0.0,25.5,30.0,11.56,0.0,3.41
201960,DeMarre Carroll,2009,1,27,27,1610612763,Memphis,Grizzlies,MEM,Missouri,[College/University],PF-SF,78.25,6' 6.25'',79.75,6' 7.75'',207.2,82.0,6' 10'',105.0,8' 9'',6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201961,Wayne Ellington,2009,1,28,28,1610612750,Minnesota,Timberwolves,MIN,North Carolina,[College/University],SG,76.25,6' 4.25'',77.25,6' 5.25'',202.4,78.5,6' 6.5'',100.0,8' 4'',5.5,0.0,0.0,31.5,38.0,11.14,0.0,3.2
201962,Toney Douglas,2009,1,29,29,1610612747,Los Angeles,Lakers,LAL,Florida State,[College/University],PG,73.0,6' 1'',74.0,6' 2'',183.4,78.0,6' 6'',97.5,8' 1.5'',5.2,0.0,0.0,28.0,32.5,10.63,0.0,3.03
201965,Jeff Ayres,2009,2,1,31,1610612758,Sacramento,Kings,SAC,Arizona State,[College/University],PF,80.75,6' 8.75'',82.0,6' 10'',239.6,85.0,7' 1'',107.0,8' 11'',5.5,0.0,0.0,31.0,35.0,11.98,0.0,3.14
201966,Jermaine Taylor,2009,2,2,32,1610612764,Washington,Wizards,WAS,Central Florida,[College/University],SG,75.5,6' 3.5'',76.75,6' 4.75'',207.4,80.75,6' 8.75'',101.0,8' 5'',5.8,0.0,0.0,34.0,37.5,11.54,0.0,3.32
201967,Dante Cunningham,2009,2,3,33,1610612757,Portland,Trail Blazers,POR,Villanova,[College/University],PF,79.0,6' 7'',80.25,6' 8.25'',227.4,83.0,6' 11'',106.5,8' 10.5'',4.8,0.0,0.0,28.0,35.0,11.18,0.0,3.26
